time	plugged	queued	assigned
00:00	0.0	0.0	0.0
00:05	0.0	0.0	0.0
00:10	0.0	0.0	0.0
00:15	0.0	0.0	0.0
00:20	0.0	0.0	0.0
00:25	0.0	0.0	0.0
00:30	0.0	0.0	0.0
00:35	0.0	0.0	0.0
00:40	0.0	0.0	0.0
00:45	0.0	0.0	0.0
00:50	0.0	0.0	0.0
00:55	0.0	0.0	0.0
01:00	0.0	0.0	0.0
01:05	0.0	0.0	0.0
01:10	0.0	0.0	0.0
01:15	0.0	0.0	0.0
