time	0+	0.1+	0.2+	0.3+	0.4+	0.5+	0.6+	0.7+	0.8+	0.9+
00:00	5.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	3.0
00:05	5.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	3.0
00:10	5.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	3.0
00:15	5.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	3.0
00:20	5.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	3.0
00:25	5.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	3.0
00:30	5.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	3.0
00:35	5.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	3.0
00:40	5.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	3.0
00:45	5.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	3.0
00:50	5.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	3.0
00:55	5.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	3.0
01:00	5.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	3.0
01:05	5.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	3.0
01:10	5.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	3.0
01:15	5.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	3.0
01:20	5.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	3.0
01:25	5.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	3.0
01:30	5.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	3.0
01:35	5.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	3.0
01:40	5.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	3.0
01:45	5.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	3.0
