Link;TotalConsumptionPerKm;TotalConsumption
2789;0.24542550662033702;0.0027252409614000744
2305;0.18319513088516268;7.317244613870463E-4
1215;0.8029693324659142;0.08429014609341945
2303;0.15100210316873788;9.013069341624552E-4
2309;0.15080810339937545;8.928963408375946E-4
2308;0.127791060990739;0.01467699055681136
2307;0.26738059317299057;0.027892808719187923
2317;0.3090655020901858;0.001752161576982391
1;0.18711262123228428;0.05871841454852907
2316;0.4133231618094817;0.04565595985983116
2;0.3634035275848412;0.005442114472973058
2315;0.36274049288685234;0.00913401750681301
2798;0.2523361959543184;0.018325450723436887
3;0.3648081838684071;0.00581097818865307
4;0.38287547889539914;0.00717959333425516
2797;0.40361309736123635;0.02584546328061029
2796;0.3178221396843487;0.0016848604655407594
5;0.36444846829749417;0.008548135441584882
2311;0.2979799782625961;0.0018026138683249105
6;0.3843559707593866;0.007392238529415005
2794;0.24912057447711228;0.00256645946641625
8;0.34075215688599203;0.11785090427289885
9;0.39581056979506113;0.01613686745726122
2330;0.13953000041296573;9.94377384087195E-4
1239;0.5872262503762379;0.014275288180843695
1238;0.5356954149052743;0.04528331895125959
2327;0.3610356995684284;0.010418478743110868
2325;0.24080208425795743;0.0035238336022288957
2324;0.28382029798736774;0.0019376910576288729
810;0.3832604426791176;0.10199198276984567
4520;0.4129945492679519;0.018262383943932464
2340;0.31500392732883753;0.0017185256821983335
2339;0.14455467085897578;9.434451361220453E-4
2338;0.3521266893730659;0.0015322944202432489
1248;0.6994597759447229;0.08247961360092074
2337;0.3634265424790687;0.008611566081035945
1247;0.49358754509724406;0.01654654702788651
2334;0.17198462967294487;7.746900147542008E-4
3681;0.6117529916195552;0.009827155553515593
3682;0.6229684589454095;0.01088320042448698
3683;0.6254445690544795;0.011043136312377076
3684;0.6126595427090251;0.009971448293196263
4531;0.13165503245890686;0.0011162338277090746
3200;0.4238293810656219;0.038988585895547274
2353;0.13744446020229342;0.001020074663313174
2110;0.41069197557526904;0.0031119430371083024
2349;0.14159258763417573;9.7733983858254E-4
2348;0.3834689183177405;0.028928700510706493
2106;0.4656538959041514;0.0026030186107989946
2347;0.17925381066176416;7.489903341846625E-4
2105;0.44544512654056917;0.0027291640127025804
1499;0.4086094129996298;0.026608658904364563
2102;0.41008203419271877;0.0031119430371083024
1496;0.3737603615793535;0.01325176357485249
4521;0.36346663009075914;0.005685324606736021
4525;0.3505103899555246;0.02076299941041198
4526;0.2664053135463571;0.016735685231512757
2109;0.38705320405860516;0.045005421606153374
3690;0.6362141748621334;0.011965988890425267
3691;0.6386036393626465;0.012141902710695913
3692;0.6247931228486189;0.011205439855192874
3693;0.6464518169362712;0.012593050504508907
4540;0.6869725770146037;3.9388036587249386E-4
3694;0.69514282813487;0.005057442371508225
4541;0.3657998993936892;4.757652503016814E-4
3695;0.8022973901943848;0.06694274092605103
4300;0.5038280423348698;0.005017442742370133
4542;0.635266694229918;3.9388036587249386E-4
1033;0.24339827201822778;0.003930862221406237
3211;0.4929737314470677;0.0818382155187833
2122;0.5041505421662367;0.004903770802602998
2364;0.48279244108056374;0.012358665986121972
1032;0.2540984545867456;0.004717049373789228
3210;0.43364266787996875;0.02065498430775725
2121;0.5024954131634072;0.004979356929712766
1031;0.24592967005787175;0.004047150206512037
1273;0.6335456099004705;0.06730649762466272
2120;0.5406690058069539;0.06942466935628218
1030;0.2526671735237749;0.004682754449064428
1272;0.5748315320608205;0.05429033336664187
2361;0.48143044894283243;0.013992954116101993
2360;0.13384536972765923;0.0010808609505654192
1271;0.7269193774785148;0.06672393864174055
3208;0.4624931686839283;0.04768696087851867
1029;0.26599021607268314;0.005538069274715898
3207;0.4259187996795389;0.039271888344644575
2118;0.985538158091574;0.0818382155187833
1028;0.2618405649355262;0.005301090387564797
3206;0.4473080935392864;0.03329490551667231
2117;0.8839177498496258;0.13157343463541077
1027;0.2556466933643223;0.004892330185603787
3205;0.574170717079492;0.0404246327202124
2116;0.8132545274519968;0.06677295525843668
1026;0.24312411773296239;0.005783600469201513
3204;0.5066094479964243;0.028852653316019536
2115;0.37845985365404816;0.03461184557155982
1025;0.2621387204733783;0.005301090387564797
2114;0.27128853502202904;0.03522112215251071
3203;0.42499005727175726;0.019635944172322287
3202;0.3940549621320016;0.023854906744041587
2355;0.36280640453491636;0.010494715587076495
2113;0.37634651865050434;0.020169791739347173
2112;0.2424085351330441;0.0030224003103096727
3201;0.4308002236345474;0.030538312518736056
3685;0.6296557970465669;0.011537281857186606
4532;0.5581253324618585;4.1864670403811107E-4
3686;0.6322210288133275;0.01170688612266107
3687;0.6397343339910923;0.012141902710695913
3688;0.64467293262345;0.012410623038498993
3689;0.6324108926151182;0.01179262343447307
4538;0.28670977798409353;5.383597375802733E-4
3209;0.4648617131670216;0.060464754906124796
4551;0.20368145124172152;6.701680333797851E-4
4310;0.501125074822366;0.004979356929712766
4552;0.25435051933452335;5.776420768785125E-4
4311;0.5028692331695832;0.0049414676180411675
1044;0.12493428909011875;0.0012543606855925332
1043;0.1275964565785799;0.002428380542139183
2374;0.5390735311616361;0.011486872569160131
1042;0.12175384165910277;0.001922928993282241
2373;0.16654858849017037;0.004676061445305897
1041;0.12618064865213113;0.0012259427006507495
2372;0.5613989937990568;0.06404629118722285
1040;0.12161296615399281;0.001922928993282241
4309;0.4968896682151953;0.0052503059210319124
1039;0.12088439064366865;0.0015112001551548363
1038;0.12407239702988712;0.0012929575999512746
2369;0.3997258248541048;0.008367842615756379
1037;0.12078708348837314;0.0015335469817474945
2126;0.4947607810333908;0.016912478776735327
1036;0.2464615598476716;0.0027049878448123523
2125;0.5026125881225849;0.018325450723436887
1035;0.24089332722384155;0.0033484460293741044
2366;0.4826799304057752;0.01208960124123869
2124;0.6908908183315733;0.04039138871968526
1034;0.24465015500048543;0.003988579317278505
2365;0.5247173271825224;0.03180654232538878
2123;0.5180338343839579;0.010148208487503078
3696;0.7852308504407614;0.07836502910410813
4301;0.5058804300841715;0.004828938536109384
4543;0.6243850251350891;3.9388036587249386E-4
3697;0.7624466133614574;0.04307756000553096
4302;0.5063465164592493;0.004828938536109384
3698;0.738279793949337;0.050002884282869885
4303;0.4975483379777113;0.005094219788740412
3699;0.7691083753201806;0.07392238529415006
4304;0.497309172147237;0.0051329189328325
4305;0.5053207810028914;0.009297418903842294
4306;0.4830733510903402;0.006696892058748209
4548;0.141869698535166;9.7733983858254E-4
4307;0.5218704559594782;0.010372740089371921
4549;0.23712495300053882;5.967198594498271E-4
4308;0.504096155842315;0.009229825485749285
4320;0.4947339465024308;0.005210958098696414
4321;0.5184391130423708;0.010148208487503078
4322;0.536556361341834;0.011320829737814897
1055;0.12111888583955746;0.003681339188904187
2144;0.5347568267621178;0.022477372291578517
2386;0.4772810157434761;0.002502013407931619
3233;0.2665522422423722;0.033471370463025514
2385;0.4810884998065937;0.012358665986121972
1054;0.1368079712428686;0.002978092642944914
1296;0.5562346658011141;0.012443020064916408
3232;0.26371136993032585;0.02689477909543537
1053;0.13080012247374018;0.002612167636803604
1295;0.6051362019926386;0.12182644807923858
3231;0.27195124529434533;0.017739105936243043
2384;0.4996785765215868;0.005055729040462768
1052;0.12064066081207321;0.0018008664158206224
3230;0.2672195932570142;0.022477372291578517
1051;0.13297476148745296;0.0027489320287151864
2382;0.48055494825547485;0.012913498213952367
1050;0.12296445778013028;0.0020235751032560184
1292;0.6019464853519325;0.13607639860802492
2381;0.36245939885512124;0.005209239371555434
1291;0.5868447898609866;0.08503721497573427
2380;0.4847009231407798;0.014618444787974052
1290;0.5664015472608899;0.026181258896429714
3229;0.2463786104486928;0.016667628094289965
3228;0.2460042783661507;0.012230280059510783
1049;0.13048621119308798;0.0025931850223429804
3227;0.24106626814415041;0.003498238529025498
2379;0.5601262258358134;0.012716748971158716
1048;0.4554184409896526;0.034757694967153925
3226;0.25400652281534675;0.004786395556170106
2378;0.4838623044035226;0.014302316123297836
1047;0.12623685486255662;0.006922369114311965
3225;0.24828572268460083;0.004321644007076737
1046;0.5303436279798606;0.03298718434458224
1045;0.13555064665513858;0.020396735891067577
2376;0.40852310026857624;0.0031379106285431614
4312;0.5042870597407051;0.004979356929712766
4313;0.5063213288404359;0.004866262457715105
4314;0.4984887547160727;0.0051329189328325
4315;0.503911267067919;0.005017442742370133
4316;0.4885009736707718;0.005573474523664607
4317;0.5121272004887364;0.009784660371207574
4318;0.5003811499474472;0.0051329189328325
4319;0.5063205195430394;0.004903770802602998
1066;0.12283755939402376;0.0013424271978868248
2397;0.48295137585335685;0.01263323392215408
1065;0.1350874197143189;0.0010546516496883036
2396;0.3727511886367321;0.006529920254692188
1064;0.12351082635619914;0.0013524939224061761
1063;0.12255302884868643;0.0019942896586392523
2394;0.4161897974033861;0.0030087693595514087
1062;0.12090718285785847;0.0015907516159003145
1061;0.12489941972069776;0.002224798012493017
1060;0.1309202871751248;0.0026505451937823984
2390;0.3896675990053675;0.0077230163152209085
3238;0.2687862774474826;0.00570177873783305
1059;0.12379209977918676;0.0021295327143156443
3237;1.3553812459144108;1.0459720234987997
2389;0.4819948217515338;0.013103600461147337
1058;0.12055323556269258;0.0032283745534880917
2147;0.5481602277635987;0.011999277091527852
3236;0.25453338701492817;0.004821450085117749
1299;0.5376852689715544;0.2272154752210734
1057;0.12322643661926727;0.004106588312505851
3235;0.26542587533421597;0.027289722413937186
2388;0.49080040002228986;0.016071028791701285
1056;0.12010248565423914;0.0033484460293741044
3234;0.2624306962981963;0.010525149697587928
2387;0.4827551081763964;0.014198452778964112
4323;0.576928944706567;0.1913933411802998
4324;0.5084752509788527;0.02850957518414909
2166;0.5358388992173075;0.048355462191981356
1077;0.4826096608776581;0.012913498213952367
1076;0.4918856916353384;0.008094300413024074
3253;0.8082068022608634;0.13167457691402315
1075;0.48252874187709327;0.006134187926989978
1074;0.490148369428958;0.005409975689624705
1073;0.36181511534775573;0.005059455567269735
1072;0.36182452841693713;0.005133814702162311
1071;0.3645860115168774;0.0057269032992076
1070;0.36203923262704246;0.004567008753406505
400;0.2627909281949698;0.02669941753012758
1069;0.3724217268982619;0.006482466010615107
401;0.12688724137264676;0.004682754449064428
402;0.12519479412367174;0.006674394037479051
2399;0.5475090998607643;0.011999277091527852
403;0.12212907524785181;0.005853479461880911
2398;0.128882288408101;0.005000602400683707
1067;0.7351671013379526;0.11350938881617444
404;0.12945110579297184;0.007611156365627309
