time	EV_5.0kWh	all vehicles
00:00	4.604966348745493	4.604966348745493
00:05	4.604966348745493	4.604966348745493
00:10	4.604966348745493	4.604966348745493
00:15	4.604966348745493	4.604966348745493
00:20	4.604966348745493	4.604966348745493
00:25	4.604966348745493	4.604966348745493
00:30	4.604966348745493	4.604966348745493
00:35	4.604966348745493	4.604966348745493
00:40	4.604966348745493	4.604966348745493
00:45	4.604966348745493	4.604966348745493
00:50	4.604966348745493	4.604966348745493
00:55	4.604966348745493	4.604966348745493
01:00	4.604966348745493	4.604966348745493
01:05	4.604966348745493	4.604966348745493
01:10	4.604966348745493	4.604966348745493
01:15	4.604966348745493	4.604966348745493
01:20	4.604966348745493	4.604966348745493
01:25	4.604966348745493	4.604966348745493
01:30	4.604966348745493	4.604966348745493
01:35	4.604966348745493	4.604966348745493
01:40	4.604966348745493	4.604966348745493
01:45	4.604966348745493	4.604966348745493
01:50	4.604966348745493	4.604966348745493
01:55	4.604966348745493	4.604966348745493
02:00	4.604966348745493	4.604966348745493
02:05	4.604966348745493	4.604966348745493
02:10	4.604966348745493	4.604966348745493
02:15	4.604966348745493	4.604966348745493
02:20	4.604966348745493	4.604966348745493
02:25	4.604966348745493	4.604966348745493
02:30	4.604966348745493	4.604966348745493
02:35	4.604966348745493	4.604966348745493
02:40	4.604966348745493	4.604966348745493
02:45	4.604966348745493	4.604966348745493
02:50	4.604966348745493	4.604966348745493
02:55	4.604966348745493	4.604966348745493
03:00	4.604966348745493	4.604966348745493
03:05	4.604966348745493	4.604966348745493
03:10	4.604966348745493	4.604966348745493
03:15	4.604966348745493	4.604966348745493
03:20	4.604966348745493	4.604966348745493
03:25	4.604966348745493	4.604966348745493
03:30	4.604966348745493	4.604966348745493
03:35	4.604966348745493	4.604966348745493
03:40	4.604966348745493	4.604966348745493
03:45	4.604966348745493	4.604966348745493
03:50	4.604966348745493	4.604966348745493
03:55	4.604966348745493	4.604966348745493
04:00	4.604966348745493	4.604966348745493
04:05	4.604966348745493	4.604966348745493
04:10	4.604966348745493	4.604966348745493
04:15	4.604966348745493	4.604966348745493
04:20	4.604966348745493	4.604966348745493
04:25	4.604966348745493	4.604966348745493
04:30	4.604966348745493	4.604966348745493
04:35	4.604966348745493	4.604966348745493
04:40	4.604966348745493	4.604966348745493
04:45	4.604966348745493	4.604966348745493
04:50	4.604966348745493	4.604966348745493
04:55	4.604966348745493	4.604966348745493
05:00	4.604966348745493	4.604966348745493
05:05	4.604966348745493	4.604966348745493
05:10	4.604966348745493	4.604966348745493
05:15	4.604966348745493	4.604966348745493
05:20	4.604966348745493	4.604966348745493
05:25	4.604966348745493	4.604966348745493
05:30	4.604966348745493	4.604966348745493
05:35	4.604966348745493	4.604966348745493
05:40	4.604966348745493	4.604966348745493
05:45	4.604966348745493	4.604966348745493
05:50	4.604966348745493	4.604966348745493
05:55	4.604966348745493	4.604966348745493
06:00	4.604966348745493	4.604966348745493
06:05	4.604966348745493	4.604966348745493
06:10	4.604966348745493	4.604966348745493
06:15	4.604966348745493	4.604966348745493
06:20	4.604966348745493	4.604966348745493
06:25	4.604966348745493	4.604966348745493
06:30	4.604966348745493	4.604966348745493
06:35	4.604966348745493	4.604966348745493
06:40	4.604966348745493	4.604966348745493
06:45	4.604966348745493	4.604966348745493
06:50	4.604966348745493	4.604966348745493
06:55	4.604966348745493	4.604966348745493
07:00	4.604966348745493	4.604966348745493
07:05	4.604966348745493	4.604966348745493
07:10	4.604966348745493	4.604966348745493
07:15	4.604966348745493	4.604966348745493
07:20	4.604966348745493	4.604966348745493
07:25	4.604966348745493	4.604966348745493
07:30	4.604966348745493	4.604966348745493
07:35	4.604966348745493	4.604966348745493
07:40	4.604966348745493	4.604966348745493
07:45	4.604966348745493	4.604966348745493
07:50	4.604966348745493	4.604966348745493
07:55	4.604966348745493	4.604966348745493
08:00	4.604966348745493	4.604966348745493
08:05	4.604966348745493	4.604966348745493
08:10	4.604966348745493	4.604966348745493
08:15	4.604966348745493	4.604966348745493
08:20	4.604966348745493	4.604966348745493
08:25	4.604966348745493	4.604966348745493
08:30	4.604966348745493	4.604966348745493
08:35	4.604966348745493	4.604966348745493
08:40	4.604966348745493	4.604966348745493
08:45	4.604966348745493	4.604966348745493
08:50	4.604966348745493	4.604966348745493
08:55	4.604966348745493	4.604966348745493
09:00	4.604966348745493	4.604966348745493
09:05	4.021246391423874	4.021246391423874
09:10	3.6734438067695647	3.6734438067695647
09:15	3.7312587873228162	3.7312587873228162
09:20	3.8056745613146816	3.8056745613146816
09:25	3.8473412279813486	3.8473412279813486
09:30	3.889007894648015	3.889007894648015
09:35	3.9306745613146816	3.9306745613146816
09:40	3.9723412279813486	3.9723412279813486
09:45	4.0140078946480156	4.0140078946480156
09:50	4.055674561314682	4.055674561314682
09:55	4.097341227981349	4.097341227981349
10:00	4.1390078946480156	4.1390078946480156
10:05	4.180674561314682	4.180674561314682
10:10	4.184609482013717	4.184609482013717
10:15	4.184609482013717	4.184609482013717
10:20	4.184609482013717	4.184609482013717
10:25	4.184609482013717	4.184609482013717
10:30	4.184609482013717	4.184609482013717
10:35	4.184609482013717	4.184609482013717
10:40	4.161188260633453	4.161188260633453
10:45	4.161188260633453	4.161188260633453
10:50	4.161188260633453	4.161188260633453
10:55	4.161188260633453	4.161188260633453
11:00	4.161188260633453	4.161188260633453
11:05	4.161188260633453	4.161188260633453
11:10	4.161188260633453	4.161188260633453
11:15	4.161188260633453	4.161188260633453
11:20	4.161188260633453	4.161188260633453
11:25	4.161188260633453	4.161188260633453
11:30	4.161188260633453	4.161188260633453
11:35	4.161188260633453	4.161188260633453
11:40	4.161188260633453	4.161188260633453
11:45	4.161188260633453	4.161188260633453
11:50	4.161188260633453	4.161188260633453
11:55	4.161188260633453	4.161188260633453
12:00	4.161188260633453	4.161188260633453
12:05	4.161188260633453	4.161188260633453
12:10	4.161188260633453	4.161188260633453
