chargerId;vehicleId;linkId;waitStartTime;waitEndTime;waitDuration;chargeStartTime;chargeEndTime;chargingDuration;energyTransmitted_kWh
69;9;4548;00:00:00;00:00:00;00:00:00;09:00:04;09:00:09;00:00:05;0.0
174;10;4258;00:00:00;00:00:00;00:00:00;09:00:04;09:00:09;00:00:05;0.0
430;8;2730;00:00:00;00:00:00;00:00:00;09:00:09;09:00:14;00:00:05;0.0
109;2;3237;00:00:00;00:00:00;00:00:00;09:04:59;09:18:59;00:14:00;1.0
19;6;1114;00:00:00;00:00:00;00:00:00;09:07:34;10:05:29;00:57:55;4.8
635;10;4259;00:00:00;00:00:00;00:00:00;10:30:04;10:30:09;00:00:05;0.0
98;8;2713;00:00:00;00:00:00;00:00:00;10:30:09;10:30:14;00:00:05;0.0
34;9;4540;00:00:00;00:00:00;00:00:00;10:30:14;10:30:19;00:00:05;0.0
182;10;4262;00:00:00;00:00:00;00:00:00;12:00:09;12:00:14;00:00:05;0.0
449;8;2720;00:00:00;00:00:00;00:00:00;12:00:09;12:00:14;00:00:05;0.0
589;9;3031;00:00:00;00:00:00;00:00:00;12:00:19;12:00:24;00:00:05;0.0
739;10;270;00:00:00;00:00:00;00:00:00;13:30:09;13:30:14;00:00:05;0.0
46;8;2719;00:00:00;00:00:00;00:00:00;13:30:14;13:30:19;00:00:05;0.0
705;9;655;00:00:00;00:00:00;00:00:00;13:41:49;14:06:09;00:24:20;2.0
8;10;4265;00:00:00;00:00:00;00:00:00;15:00:14;15:00:19;00:00:05;0.0
88;8;2705;00:00:00;00:00:00;00:00:00;15:00:19;15:00:24;00:00:05;0.0
286;9;654;00:00:00;00:00:00;00:00:00;15:23:34;15:47:59;00:24:25;2.0
374;10;2390;00:00:00;00:00:00;00:00:00;16:30:14;16:30:19;00:00:05;0.0
417;8;2717;00:00:00;00:00:00;00:00:00;16:30:19;16:30:24;00:00:05;0.0
302;9;1607;00:00:00;00:00:00;00:00:00;17:05:19;17:29:49;00:24:30;2.0
207;8;2703;00:00:00;00:00:00;00:00:00;18:00:19;18:00:24;00:00:05;0.0
396;10;2369;00:00:00;00:00:00;00:00:00;18:00:19;18:00:24;00:00:05;0.0
687;2;3279;00:00:00;00:00:00;00:00:00;18:04:09;18:15:04;00:10:55;0.9
470;9;661;00:00:00;00:00:00;00:00:00;18:48:24;19:19:54;00:31:30;2.6
21;10;4268;00:00:00;00:00:00;00:00:00;19:30:19;19:30:24;00:00:05;0.0
229;8;2744;00:00:00;00:00:00;00:00:00;19:30:24;19:30:29;00:00:05;0.0
263;9;669;00:00:00;00:00:00;00:00:00;20:29:54;20:57:19;00:27:25;2.3
171;8;2753;00:00:00;00:00:00;00:00:00;21:00:24;21:00:29;00:00:05;0.0
370;10;4270;00:00:00;00:00:00;00:00:00;21:00:24;21:00:29;00:00:05;0.0
307;8;2746;00:00:00;00:00:00;00:00:00;22:30:24;22:30:29;00:00:05;0.0
533;10;4271;00:00:00;00:00:00;00:00:00;22:30:24;22:30:29;00:00:05;0.0
338;9;663;00:00:00;00:00:00;00:00:00;22:11:44;22:36:39;00:24:55;2.1
755;9;510;00:00:00;00:00:00;00:00:00;23:41:49;23:42:09;00:00:20;0.0
