time	EV_65.0kWh	all vehicles
00:00	8.242477557266012	8.242477557266012
00:05	8.242477557266012	8.242477557266012
00:10	8.242477557266012	8.242477557266012
00:15	8.242477557266012	8.242477557266012
00:20	8.242477557266012	8.242477557266012
00:25	8.242477557266012	8.242477557266012
00:30	8.242477557266012	8.242477557266012
00:35	8.242477557266012	8.242477557266012
00:40	8.242477557266012	8.242477557266012
00:45	8.242477557266012	8.242477557266012
00:50	8.242477557266012	8.242477557266012
00:55	8.242477557266012	8.242477557266012
01:00	8.242477557266012	8.242477557266012
01:05	8.242477557266012	8.242477557266012
01:10	8.242477557266012	8.242477557266012
01:15	8.242477557266012	8.242477557266012
01:20	8.242477557266012	8.242477557266012
01:25	8.242477557266012	8.242477557266012
01:30	8.242477557266012	8.242477557266012
01:35	8.242477557266012	8.242477557266012
01:40	8.242477557266012	8.242477557266012
01:45	8.242477557266012	8.242477557266012
01:50	8.242477557266012	8.242477557266012
01:55	8.242477557266012	8.242477557266012
02:00	8.242477557266012	8.242477557266012
02:05	8.242477557266012	8.242477557266012
02:10	8.242477557266012	8.242477557266012
02:15	8.242477557266012	8.242477557266012
02:20	8.242477557266012	8.242477557266012
02:25	8.242477557266012	8.242477557266012
02:30	8.242477557266012	8.242477557266012
02:35	8.242477557266012	8.242477557266012
02:40	8.242477557266012	8.242477557266012
02:45	8.242477557266012	8.242477557266012
02:50	8.242477557266012	8.242477557266012
02:55	8.242477557266012	8.242477557266012
03:00	8.242477557266012	8.242477557266012
03:05	8.242477557266012	8.242477557266012
03:10	8.242477557266012	8.242477557266012
03:15	8.242477557266012	8.242477557266012
03:20	8.242477557266012	8.242477557266012
03:25	8.242477557266012	8.242477557266012
03:30	8.242477557266012	8.242477557266012
03:35	8.242477557266012	8.242477557266012
03:40	8.242477557266012	8.242477557266012
03:45	8.242477557266012	8.242477557266012
03:50	8.242477557266012	8.242477557266012
03:55	8.242477557266012	8.242477557266012
04:00	8.242477557266012	8.242477557266012
04:05	8.242477557266012	8.242477557266012
04:10	8.242477557266012	8.242477557266012
04:15	8.242477557266012	8.242477557266012
04:20	8.242477557266012	8.242477557266012
04:25	8.242477557266012	8.242477557266012
04:30	8.242477557266012	8.242477557266012
04:35	8.242477557266012	8.242477557266012
04:40	8.242477557266012	8.242477557266012
04:45	8.242477557266012	8.242477557266012
04:50	8.242477557266012	8.242477557266012
04:55	8.242477557266012	8.242477557266012
05:00	8.242477557266012	8.242477557266012
05:05	8.242477557266012	8.242477557266012
05:10	8.242477557266012	8.242477557266012
05:15	8.242477557266012	8.242477557266012
05:20	8.242477557266012	8.242477557266012
05:25	8.242477557266012	8.242477557266012
05:30	8.242477557266012	8.242477557266012
05:35	8.242477557266012	8.242477557266012
05:40	8.242477557266012	8.242477557266012
05:45	8.242477557266012	8.242477557266012
05:50	8.242477557266012	8.242477557266012
05:55	8.242477557266012	8.242477557266012
06:00	8.242477557266012	8.242477557266012
06:05	8.242477557266012	8.242477557266012
06:10	8.242477557266012	8.242477557266012
06:15	8.242477557266012	8.242477557266012
06:20	8.242477557266012	8.242477557266012
06:25	8.242477557266012	8.242477557266012
06:30	8.242477557266012	8.242477557266012
06:35	8.242477557266012	8.242477557266012
06:40	8.242477557266012	8.242477557266012
06:45	8.242477557266012	8.242477557266012
06:50	8.242477557266012	8.242477557266012
06:55	8.242477557266012	8.242477557266012
07:00	8.242477557266012	8.242477557266012
07:05	8.242477557266012	8.242477557266012
07:10	8.242477557266012	8.242477557266012
07:15	8.242477557266012	8.242477557266012
07:20	8.242477557266012	8.242477557266012
07:25	8.242477557266012	8.242477557266012
07:30	8.242477557266012	8.242477557266012
07:35	8.242477557266012	8.242477557266012
07:40	8.242477557266012	8.242477557266012
07:45	8.242477557266012	8.242477557266012
07:50	8.242477557266012	8.242477557266012
07:55	8.242477557266012	8.242477557266012
08:00	8.242477557266012	8.242477557266012
08:05	8.069577567806231	8.069577567806231
08:10	7.895519052044678	7.895519052044678
08:15	7.756841531269221	7.756841531269221
08:20	7.5436740211005	7.5436740211005
08:25	7.328261250353998	7.328261250353998
08:30	7.022420846784726	7.022420846784726
08:35	6.668194774839244	6.668194774839244
08:40	6.287545252439316	6.287545252439316
08:45	5.97697644446037	5.97697644446037
08:50	5.633330399577544	5.633330399577544
08:55	5.351481398711215	5.351481398711215
09:00	5.171267776886713	5.171267776886713
09:05	5.02642810985757	5.02642810985757
09:10	4.890914633067622	4.890914633067622
09:15	4.750075840429304	4.750075840429304
09:20	4.610783771681095	4.610783771681095
09:25	4.482971443619694	4.482971443619694
09:30	4.347419748509112	4.347419748509112
09:35	4.203660332317765	4.203660332317765
09:40	4.066416912591183	4.066416912591183
09:45	3.9649473544966782	3.9649473544966782
09:50	3.8551078057455004	3.8551078057455004
09:55	3.706217654984294	3.706217654984294
10:00	3.5919493870344597	3.5919493870344597
10:05	3.4555058310466866	3.4555058310466866
10:10	3.3583448463223626	3.3583448463223626
10:15	3.235699302950112	3.235699302950112
10:20	3.095999339134995	3.095999339134995
10:25	2.989286512976443	2.989286512976443
10:30	2.8670638759107154	2.8670638759107154
10:35	2.7517546386387446	2.7517546386387446
10:40	2.566257287197267	2.566257287197267
10:45	2.5882184794716747	2.5882184794716747
10:50	2.975123241376437	2.975123241376437
10:55	3.3620280032811993	3.3620280032811993
11:00	3.7489327651859603	3.7489327651859603
11:05	4.135837527090723	4.135837527090723
11:10	4.5227422889954845	4.5227422889954845
11:15	4.909647050900247	4.909647050900247
11:20	5.296551812805008	5.296551812805008
11:25	5.68345657470977	5.68345657470977
