time	0+	0.1+	0.2+	0.3+	0.4+	0.5+	0.6+	0.7+	0.8+	0.9+
00:00	0.0	6.0	2.0	0.0	1.0	2.0	1.0	0.0	1.0	1.0
00:05	0.0	6.0	2.0	0.0	1.0	2.0	1.0	0.0	1.0	1.0
00:10	0.0	6.0	2.0	0.0	1.0	2.0	1.0	0.0	1.0	1.0
00:15	0.0	6.0	2.0	0.0	1.0	2.0	1.0	0.0	1.0	1.0
00:20	0.0	6.0	2.0	0.0	1.0	2.0	1.0	0.0	1.0	1.0
00:25	0.0	6.0	2.0	0.0	1.0	2.0	1.0	0.0	1.0	1.0
00:30	0.0	6.0	2.0	0.0	1.0	2.0	1.0	0.0	1.0	1.0
00:35	0.0	6.0	2.0	0.0	1.0	2.0	1.0	0.0	1.0	1.0
00:40	0.0	6.0	2.0	0.0	1.0	2.0	1.0	0.0	1.0	1.0
00:45	0.0	6.0	2.0	0.0	1.0	2.0	1.0	0.0	1.0	1.0
00:50	0.0	6.0	2.0	0.0	1.0	2.0	1.0	0.0	1.0	1.0
00:55	0.0	6.0	2.0	0.0	1.0	2.0	1.0	0.0	1.0	1.0
01:00	0.0	6.0	2.0	0.0	1.0	2.0	1.0	0.0	1.0	1.0
01:05	6.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
01:10	6.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
01:15	6.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
01:20	6.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0
01:25	6.0	2.0	0.0	1.0	1.0	1.0	1.0	2.0	0.0	0.0
01:30	6.0	2.0	0.0	1.0	1.0	1.0	1.0	2.0	0.0	0.0
01:35	6.0	2.0	0.0	1.0	1.0	1.0	1.0	2.0	0.0	0.0
01:40	7.0	1.0	0.0	2.0	0.0	1.0	2.0	1.0	0.0	0.0
01:45	7.0	1.0	0.0	2.0	0.0	1.0	3.0	0.0	0.0	0.0
01:50	7.0	1.0	0.0	2.0	0.0	1.0	3.0	0.0	0.0	0.0
01:55	7.0	1.0	1.0	1.0	0.0	1.0	3.0	0.0	0.0	0.0
02:00	7.0	1.0	1.0	1.0	0.0	2.0	2.0	0.0	0.0	0.0
02:05	7.0	1.0	1.0	1.0	0.0	2.0	2.0	0.0	0.0	0.0
02:10	7.0	1.0	1.0	1.0	0.0	2.0	2.0	0.0	0.0	0.0
02:15	7.0	1.0	1.0	1.0	0.0	2.0	2.0	0.0	0.0	0.0
02:20	7.0	1.0	2.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0
02:25	7.0	2.0	1.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0
02:30	7.0	2.0	1.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0
02:35	7.0	2.0	1.0	0.0	1.0	1.0	2.0	0.0	0.0	0.0
02:40	7.0	2.0	1.0	1.0	0.0	1.0	2.0	0.0	0.0	0.0
02:45	7.0	3.0	0.0	1.0	0.0	1.0	2.0	0.0	0.0	0.0
02:50	7.0	3.0	1.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0
02:55	7.0	3.0	1.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0
03:00	7.0	3.0	1.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0
03:05	8.0	2.0	1.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0
03:10	8.0	2.0	1.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0
03:15	8.0	2.0	1.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0
03:20	8.0	3.0	0.0	0.0	0.0	1.0	2.0	0.0	0.0	0.0
