time	0+	0.1+	0.2+	0.3+	0.4+	0.5+	0.6+	0.7+	0.8+	0.9+
00:00	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
00:05	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
00:10	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
00:15	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
00:20	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
00:25	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
00:30	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
00:35	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
00:40	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
00:45	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
00:50	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
00:55	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
01:00	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
01:05	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
01:10	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
01:15	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
01:20	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
01:25	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
01:30	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
01:35	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
01:40	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
01:45	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
01:50	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
01:55	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02:00	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02:05	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02:10	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02:15	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02:20	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02:25	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02:30	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02:35	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02:40	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02:45	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02:50	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
02:55	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
03:00	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
03:05	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
03:10	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
03:15	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
03:20	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
03:25	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
03:30	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
03:35	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
03:40	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
03:45	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
03:50	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
03:55	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
04:00	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
04:05	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
04:10	14.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
