Link;TotalConsumptionPerKm;TotalConsumption
54367889_0;0.12493653551220367;0.015687615797270023
181146029_0_r;0.25501182265684413;0.04856761084278365
385755154_0_r;0.12120147785777546;0.0029347680092571653
264313118_0;0.19343256470134532;0.10607434438722677
34247133_0_r;0.49044831269811345;0.6365714821752935
44492473_0;0.12615759983337682;0.0023243547259605736
157738667_0;0.12096966933757122;0.0029132149487966995
291788974_0;0.1616609824336315;0.030941707608794018
37347718_0;0.16728586532179;0.009484025722364934
76089895_0;0.1332372806165389;0.033471370463025514
24704435_0;0.12017464858880618;0.014108723839359374
224459753_0;0.12380002056303377;0.0013224694353299973
258562789_0;0.1370858744316242;0.1692151073108093
145149735_1;0.1200749754369958;0.04258670149872885
145149735_0;0.12877342657817162;0.0023224710117989767
5364948_0;0.13691485063035685;0.0416932970012288
259887382_0_r;0.12012442254592856;0.012913498213952367
272281273_0;0.19296190794662482;0.06239667316895693
257254599_0_r;0.2524173293355668;0.004866262457715105
179893411_2_r;0.12077844560626357;0.001711271567387437
91217445_0;0.14206884344579515;0.009889283683439887
239435234_0;0.12115005876979296;0.015335469817474946
292911514_0;0.13425106158661498;0.008490622303361171
4401027_0;0.12167646315421503;0.002849378480528294
30509112_0;0.12067192202799347;0.02846179124967989
35276646_0;0.19726825554420346;0.04546759356841911
312901362_0;0.13419612960333177;0.03135978305808177
319258198_0_r;0.1215839347088393;0.011825844999758778
566342235_0;0.40686506077471657;0.12327392753378746
264315252_0;0.1981961059504378;0.09808226508350405
229819613_0_r;0.2717698630178365;0.13501430158462438
254395699_0;0.6011518326607149;0.7804598909296292
47206586_0;0.5454340285464024;0.2719996243557266
225379371_0_r;0.5943994395033205;0.11753484333415444
272281260_0;0.15221835545369297;0.003861966107461547
458703423_0_r;0.12279850140223428;0.005369708791547299
257189212_0;0.12804334467554637;0.07392238529415006
4638313_0;0.12399356445013829;0.005289877741319989
550526463_0;0.12080348703330854;0.0016260273351734042
370060768_0_r;0.1276559233673771;0.09956360222770648
260029985_0_r;0.12499628999561;0.015573586087451118
14673469_0;0.1374457257933852;0.12479295695020516
4567542_0;0.12059572794539224;0.014108723839359374
264312503_0;0.17428662129384243;0.040955311914686
143399914_0_r;0.13867674304868036;0.006176516391293911
66514429_0;0.27827470017653866;5.483361424560902E-4
42387642_0;0.1536203409105554;0.027619575253346892
34200446_0;0.2421265097255283;0.052677784680405515
244464529_1_r;0.12351143633219974;0.0013524939224061761
196854806_0;0.13692381809571022;0.08999457818645888
192672140_0;1.550318499843759;0.3517749500770587
413154578_0_r;0.1632938747387651;0.35864100507812885
286919493_0_r;0.12175697461150646;0.007070919359132531
