chargerId;vehicleId;linkId;waitStartTime;waitEndTime;waitDuration;chargeStartTime;chargeEndTime;chargingDuration;energyTransmitted_kWh
17279;2;296669559_0_r;00:00:00;00:00:00;00:00:00;21:15:34;22:15:34;01:00:00;65.0
