iteration;avg_executed;avg_worst;avg_average;avg_best
0;133.2829822819179;133.2829822819179;133.2829822819179;133.2829822819179
1;133.61184537990692;133.43194717164778;133.52189627577735;133.61184537990692
2;133.76357034561696;133.53306032065424;133.67794610103937;133.76357034561696
3;134.5426200826788;133.52695201196917;134.06747096957028;134.54872839136385
4;134.78259535065243;133.52695201196917;134.2718708291924;134.78270007702503
