iteration;avg_executed;avg_worst;avg_average;avg_best
0;139.99216836520708;139.99216836520708;139.99216836520708;139.99216836520708
1;133.44388217262136;133.44366633513766;134.3614408460425;135.2792153569473
2;130.71806826559944;130.71406149039672;131.78817778251386;133.47169086441028
3;128.0085047699913;128.0038413321431;129.36187836477635;130.7187249282449
4;127.09875864143594;127.08198051016416;127.95325405584666;129.21853070138556
5;128.2259377714697;127.01503933994624;127.45832070179662;128.2966698794066
