time	0+	0.1+	0.2+	0.3+	0.4+	0.5+	0.6+	0.7+	0.8+	0.9+
00:00	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
00:05	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
00:10	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
00:15	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
00:20	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
00:25	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
00:30	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
00:35	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
00:40	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
00:45	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
00:50	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
00:55	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
01:00	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
01:05	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
01:10	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
01:15	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
01:20	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
01:25	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
01:30	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
01:35	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
01:40	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
01:45	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
01:50	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
01:55	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
02:00	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
02:05	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
02:10	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
02:15	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
02:20	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
02:25	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
02:30	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
02:35	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
02:40	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
02:45	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
02:50	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
02:55	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
03:00	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
03:05	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
03:10	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
03:15	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
03:20	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
03:25	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
03:30	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
03:35	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
03:40	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
03:45	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
03:50	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
03:55	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
04:00	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
04:05	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
04:10	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
04:15	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
04:20	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
04:25	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
04:30	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
04:35	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
04:40	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
04:45	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
04:50	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
04:55	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
05:00	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
05:05	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
05:10	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
05:15	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
05:20	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
05:25	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
05:30	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
05:35	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
05:40	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
05:45	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
05:50	1.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	4.0
